direction,Date,Price,size,structure,carry,managementFee
sell,"May 16, 2023",175,20000000,spv,10%,1.50%
sell,"May 24, 2023",166.5,12000000,spv,0,0
buy,"May 25, 2023",155,5000000,direct,null,null
sell,"May 26, 2023",175.16,60000000,spv,0,0
buy,"May 26, 2023",169,5000000,direct,null,null
sell,"May 26, 2023",169,30000000,spv,0,0
sell,"May 26, 2023",165,12000000,spv,0,0
sell,"May 27, 2023",169,16963100,spv,0,0
sell,"May 29, 2023",169,5000000,spv,0,0
sell,"May 30, 2023",162,12000000,spv,0,0
sell,"May 31, 2023",169,10000000,spv,0,0
buy,"May 31, 2023",169,5000000,direct,null,null
buy,"May 31, 2023",169,5000000,spv,0,0
sell,"May 31, 2023",162,12000000,spv,0,0
sell,"Jun 1, 2023",168,10000000,spv,0,0
sell,"Jun 3, 2023",165,12000000,spv,0,0
buy,"Jun 3, 2023",157,2000000,spv,0,0
buy,"Jun 3, 2023",155,2000000,spv,10%,1%
sell,"Jun 5, 2023",165,4000000,spv,20%,2%
sell,"Jun 5, 2023",155.5,2000000,forward,null,null
sell,"Jun 5, 2023",155.5,2000000,spv,null,null
sell,"Jun 5, 2023",155.5,2000000,unspecified,null,null
buy,"Jun 5, 2023",145,8000000,unspecified,null,null
buy,"Jun 8, 2023",165,1000000,unspecified,null,null
sell,"Jun 9, 2023",null,40000000,spv,0,0
sell,"Jun 9, 2023",169,10000000,direct,null,null
sell,"Jun 9, 2023",159,2000000,spv,20%,2%
sell,"Jun 10, 2023",183,40000000,spv,0,0
sell,"Jun 10, 2023",173,10000000,spv,0,0
buy,"Jun 11, 2023",159,2000000,direct,null,null
buy,"Jun 11, 2023",159,2000000,spv,null,null
buy,"Jun 15, 2023",165,500000,direct,null,null
buy,"Jun 15, 2023",165,500000,spv,null,null
sell,"Jun 15, 2023",163,12000000,spv,0,0
buy,"Jun 18, 2023",167,5000000,unspecified,null,null
buy,"Jun 19, 2023",169,5000000,direct,null,null
buy,"Jun 21, 2023",169.4,5000000,direct,null,null
sell,"Jun 21, 2023",169,5000000,direct,null,null
sell,"Jun 22, 2023",170,5000000,direct,null,null
buy,"Jun 26, 2023",181,100000,unspecified,null,null
buy,"Jun 27, 2023",165,1000000,unspecified,null,null
sell,"Jun 27, 2023",151,25000000,spv,10%,1%
sell,"Jul 2, 2023",169,16963100,spv,0,0
buy,"Jul 5, 2023",170,1463479,spv,0,null
sell,"Jul 6, 2023",169,4000000,spv,0,0
sell,"Jul 7, 2023",169,12500000,spv,0,0
sell,"Jul 8, 2023",176.7,25000000,spv,0,0
buy,"Jul 9, 2023",169,20000000,spv,0,0
buy,"Jul 9, 2023",169,25000000,unspecified,null,null
sell,"Jul 10, 2023",171,10000000,spv,0,0
buy,"Jul 10, 2023",170,500000,direct,null,null
buy,"Jul 10, 2023",170,500000,spv,null,null
sell,"Jul 10, 2023",169,1000000,spv,0,0
sell,"Jul 11, 2023",169,10000000,spv,0,0
buy,"Jul 11, 2023",167,4000000,spv,0,0
sell,"Jul 13, 2023",174.6,5000000,spv,20%,0
buy,"Jul 13, 2023",169,1000000,spv,0,0
sell,"Jul 13, 2023",169,1000000,spv,0,0
sell,"Jul 15, 2023",186.14,10000000,spv,0,0
sell,"Jul 15, 2023",174.6,5000000,spv,20%,0
sell,"Jul 16, 2023",169,750000,spv,0,0
sell,"Jul 16, 2023",155,700000,spv,20%,1%
buy,"Jul 18, 2023",171,1500000,direct,null,null
buy,"Jul 18, 2023",171,1500000,spv,0,0
buy,"Jul 18, 2023",169,20000000,direct,null,null
buy,"Jul 18, 2023",169,20000000,spv,null,null
buy,"Jul 18, 2023",169,70000000,unspecified,null,null
buy,"Jul 18, 2023",169,5000000,direct,null,null
buy,"Jul 18, 2023",169,5000000,spv,0,0
sell,"Jul 18, 2023",165,4000000,spv,20%,2%
sell,"Jul 18, 2023",159,2000000,spv,20%,2%
sell,"Jul 18, 2023",159,100000000,spv,10%,0
sell,"Jul 19, 2023",175,5000000,spv,0,0
sell,"Jul 19, 2023",169,5000000,spv,0,0
sell,"Jul 20, 2023",177,5000000,spv,10%,0
buy,"Jul 21, 2023",170,2000000,spv,0,0
buy,"Jul 23, 2023",169,70000000,unspecified,null,null
buy,"Jul 25, 2023",175.42,1500000,unspecified,null,null
sell,"Jul 27, 2023",177,40000000,spv,0,0
sell,"Jul 27, 2023",177,5000000,spv,0,0
sell,"Jul 29, 2023",185,30000000,unspecified,null,null
sell,"Jul 29, 2023",185,3000000,unspecified,null,null
sell,"Jul 29, 2023",181,2000000,unspecified,null,null
sell,"Jul 30, 2023",185,30000000,unspecified,null,null
buy,"Jul 30, 2023",181,10000000,unspecified,null,null
sell,"Jul 30, 2023",177,40000000,spv,0,0
sell,"Jul 31, 2023",181,2000000,unspecified,null,null
buy,"Aug 3, 2023",173,10000000,unspecified,null,null
sell,"Aug 3, 2023",165,10000000,spv,10%,1%
buy,"Aug 4, 2023",181,3000000,unspecified,null,null
sell,"Aug 4, 2023",177,50000000,spv,0,0
buy,"Aug 4, 2023",173,10000000,unspecified,null,null
sell,"Aug 4, 2023",169,20000000,spv,20%,1%
sell,"Aug 4, 2023",165,4000000,spv,20%,2%
sell,"Aug 4, 2023",159,2000000,spv,20%,2%
sell,"Aug 7, 2023",177,5000000,spv,10%,0
sell,"Aug 7, 2023",177,5000000,spv,0,0
buy,"Aug 7, 2023",173,20000000,spv,0,0
buy,"Aug 9, 2023",177,25000000,unspecified,null,null
buy,"Aug 9, 2023",175,10000000,spv,0,0
buy,"Aug 10, 2023",173,2000000,spv,0,0
buy,"Aug 11, 2023",177,10000000,spv,0,0
sell,"Aug 12, 2023",195,1000000,direct,null,null
sell,"Aug 12, 2023",181,7000000,spv,20%,2%
sell,"Aug 13, 2023",null,40000000,spv,20%,0
sell,"Aug 14, 2023",185,10000000,unspecified,null,null
sell,"Aug 15, 2023",165,4000000,spv,20%,2%
sell,"Aug 15, 2023",159,2000000,spv,20%,2%
buy,"Aug 16, 2023",181,1500000,unspecified,null,null
buy,"Aug 16, 2023",177,25000000,unspecified,null,null
buy,"Aug 16, 2023",169,35000000,unspecified,null,null
sell,"Aug 17, 2023",177,5000000,spv,10%,0
buy,"Aug 17, 2023",177,5000000,spv,0,0
buy,"Aug 17, 2023",177,25000000,spv,0,0
sell,"Aug 17, 2023",176.7,5000000,spv,0,0
sell,"Aug 18, 2023",177,10000000,spv,0,0
sell,"Aug 18, 2023",177,5000000,spv,0,0
buy,"Aug 19, 2023",171,50000000,unspecified,null,null
buy,"Aug 21, 2023",171,1000000,direct,null,null
buy,"Aug 21, 2023",171,1000000,spv,0,0
buy,"Aug 23, 2023",177,5000000,unspecified,null,null
sell,"Aug 23, 2023",177,10000000,spv,0,0
buy,"Aug 27, 2023",183,13000000,unspecified,null,null
buy,"Aug 28, 2023",179,25000000,spv,0,0
sell,"Aug 28, 2023",177,5000000,spv,10%,0
buy,"Aug 28, 2023",175,250000,unspecified,null,null
buy,"Aug 29, 2023",171,1000000,direct,null,null
buy,"Aug 29, 2023",171,1000000,spv,0,0
sell,"Aug 31, 2023",159,2000000,spv,20%,2%
buy,"Sep 1, 2023",181,25000000,spv,0,0
sell,"Sep 1, 2023",159,2000000,spv,20%,2%
sell,"Sep 7, 2023",177,5000000,spv,10%,0
buy,"Sep 8, 2023",183,10000000,spv,0,0
sell,"Sep 8, 2023",177,17000000,spv,10%,1%
buy,"Sep 8, 2023",169,250000,spv,20%,2%
buy,"Sep 9, 2023",185,2000000,unspecified,null,null
sell,"Sep 9, 2023",169,2000000,spv,20%,0
buy,"Sep 10, 2023",183,10000000,unspecified,null,null
sell,"Sep 11, 2023",182.5,10000000,spv,0,0
buy,"Sep 11, 2023",178,5000000,unspecified,null,null
buy,"Sep 11, 2023",169,250000,spv,10%,2%
sell,"Sep 11, 2023",169,5000000,spv,15%,0
sell,"Sep 11, 2023",159,2000000,spv,20%,2%
buy,"Sep 12, 2023",177,5000000,unspecified,null,null
sell,"Sep 13, 2023",189,9000000,spv,0,0
buy,"Sep 13, 2023",188,1000000,unspecified,null,null
buy,"Sep 13, 2023",183,10000000,spv,0,0
sell,"Sep 13, 2023",181,9000000,spv,0,0
buy,"Sep 14, 2023",184,10000000,spv,0,0
buy,"Sep 15, 2023",177,1000000,unspecified,null,null
buy,"Sep 17, 2023",177,10000000,direct,null,null
buy,"Sep 17, 2023",177,10000000,spv,0,0
sell,"Sep 18, 2023",177,1300000,direct,null,null
sell,"Sep 18, 2023",177,17000000,spv,10%,1%
sell,"Sep 18, 2023",177,5000000,spv,10%,0
sell,"Sep 18, 2023",169,83000,spv,10%,2%
sell,"Sep 19, 2023",null,5000000,spv,15%,0
sell,"Sep 19, 2023",183,5000000,spv,0,0
sell,"Sep 19, 2023",181,29050000,spv,10%,1%
buy,"Sep 19, 2023",177,75000000,unspecified,null,null
sell,"Sep 19, 2023",159,25200000,spv,10%,1%
sell,"Sep 19, 2023",157,5800000,spv,20%,2%
buy,"Sep 20, 2023",null,100000,direct,null,null
buy,"Sep 20, 2023",null,100000,spv,10%,2%
buy,"Sep 20, 2023",null,100000,spv,10%,2%
buy,"Sep 21, 2023",191.4,3000000,unspecified,null,null
sell,"Sep 21, 2023",187,5000000,spv,5%,0
sell,"Sep 21, 2023",157,5800000,spv,20%,2%
sell,"Sep 24, 2023",183,55000000,spv,0,0
buy,"Sep 25, 2023",184,10000000,spv,0,0
buy,"Sep 25, 2023",175,10000000,spv,0,0
sell,"Sep 26, 2023",159,2000000,spv,20%,2%
sell,"Sep 27, 2023",188.4,100000000,spv,0,0
sell,"Sep 27, 2023",183,5000000,spv,0,0
sell,"Sep 27, 2023",177,1300000,spv,0,0
sell,"Sep 27, 2023",175,5000000,spv,10%,0
sell,"Sep 28, 2023",185,1000000,spv,0,0
sell,"Sep 29, 2023",165,25000000,spv,10%,0
sell,"Sep 30, 2023",177,5000000,spv,0,0
buy,"Oct 1, 2023",184,5500000,unspecified,null,null
sell,"Oct 1, 2023",177,5000000,spv,0,0
buy,"Oct 2, 2023",185,500000,spv,0,0
buy,"Oct 2, 2023",184,5500000,spv,0,0
buy,"Oct 2, 2023",183,5000000,spv,0,0
buy,"Oct 2, 2023",183,6000000,unspecified,null,null
sell,"Oct 2, 2023",177,17000000,spv,10%,1%
sell,"Oct 2, 2023",177,5000000,spv,10%,0
buy,"Oct 3, 2023",178.8,4000000,unspecified,null,null
sell,"Oct 5, 2023",185,5000000,spv,0,0
buy,"Oct 5, 2023",179,100000000,direct,null,null
sell,"Oct 6, 2023",183,5000000,spv,0,0
buy,"Oct 8, 2023",183,1000000,unspecified,null,null
sell,"Oct 9, 2023",191,5000000,spv,0,0
sell,"Oct 9, 2023",191,5000000,spv,0,0
sell,"Oct 9, 2023",191,5000000,spv,0,0
buy,"Oct 9, 2023",183,10000000,spv,0,0
sell,"Oct 9, 2023",177,10000000,spv,10%,1%
sell,"Oct 10, 2023",167,13000000,spv,15%,0
sell,"Oct 12, 2023",169,83000,spv,10%,2%
sell,"Oct 15, 2023",183,5000000,spv,0,0
buy,"Oct 17, 2023",185,20000000,unspecified,null,null
sell,"Oct 17, 2023",185,5000000,spv,0,0
buy,"Oct 17, 2023",181,2000000,direct,null,null
buy,"Oct 17, 2023",181,5000000,spv,0,0
sell,"Oct 17, 2023",177,5000000,spv,10%,0
sell,"Oct 18, 2023",183,5000000,spv,0,0.50%
sell,"Oct 18, 2023",182,5000000,spv,0,0.50%
buy,"Oct 19, 2023",181,10000000,spv,0,0
sell,"Oct 20, 2023",195,5000000,spv,0,0
sell,"Oct 20, 2023",177,10000000,spv,10%,1%
sell,"Oct 21, 2023",177,17000000,spv,10%,1%
buy,"Oct 23, 2023",185,500000,spv,0,0
buy,"Oct 23, 2023",183,5000000,spv,0,0
sell,"Oct 25, 2023",183.48,20000000,spv,0,0
sell,"Oct 25, 2023",182,5000000,spv,0,0
sell,"Oct 25, 2023",177,10000000,spv,10%,0
sell,"Oct 25, 2023",169,5000000,spv,15%,0
sell,"Oct 25, 2023",159,2000000,spv,20%,2%
sell,"Oct 26, 2023",184,1690000,spv,0,0
sell,"Oct 26, 2023",171,50000000,spv,0,0
buy,"Oct 29, 2023",181,10000000,spv,0,0
buy,"Oct 29, 2023",177,50000000,direct,null,null
sell,"Oct 29, 2023",171,27300000,spv,10%,1%
sell,"Oct 30, 2023",177,17000000,spv,10%,1%
buy,"Nov 1, 2023",181,1000000,unspecified,null,null
buy,"Nov 2, 2023",184.32,25000000,unspecified,null,null
buy,"Nov 2, 2023",183,750000,unspecified,null,null
buy,"Nov 5, 2023",185.3,1000000,spv,0,0
buy,"Nov 6, 2023",187,1000000,unspecified,null,null
sell,"Nov 6, 2023",181,8000000,spv,0,0
sell,"Nov 6, 2023",159,2000000,spv,20%,2%
sell,"Nov 7, 2023",185,30000000,spv,0,0
sell,"Nov 8, 2023",177,5000000,spv,10%,2%
buy,"Nov 9, 2023",183,10000000,spv,0,0
sell,"Nov 10, 2023",185,250000,spv,0,0.50%
sell,"Nov 10, 2023",185,250000,spv,15%,1%
sell,"Nov 10, 2023",177,17000000,spv,10%,1%
buy,"Nov 11, 2023",184.32,25000000,unspecified,null,null
buy,"Nov 13, 2023",139,20000000,spv,20%,0
buy,"Nov 13, 2023",139,10000000,spv,20%,0
sell,"Nov 14, 2023",191,10000000,spv,0,0
sell,"Nov 14, 2023",183,25000000,spv,10%,0
sell,"Nov 15, 2023",191,10000000,spv,0,0
buy,"Nov 15, 2023",183.5,3000000,spv,0,0
buy,"Nov 15, 2023",179,10000000,unspecified,null,null
buy,"Nov 15, 2023",177,10000000,spv,0,0
sell,"Nov 15, 2023",177,5000000,spv,10%,0
buy,"Nov 16, 2023",188.5,433.75,spv,0,0
buy,"Nov 16, 2023",188.5,5000000,spv,0,0
buy,"Nov 17, 2023",195,10000000,unspecified,null,null
buy,"Nov 17, 2023",185,1000000,direct,null,null
buy,"Nov 17, 2023",185,1000000,spv,5%,0
sell,"Nov 17, 2023",157,660300,spv,20%,1%
sell,"Nov 18, 2023",168.3,15000000,spv,20%,0
buy,"Nov 19, 2023",185,500000,direct,null,null
buy,"Nov 19, 2023",185,500000,spv,10%,1%
sell,"Nov 19, 2023",177,75000000,spv,5%,0.50%
sell,"Nov 19, 2023",169,5000000,spv,20%,0
sell,"Nov 20, 2023",183,1000000,spv,0,0
buy,"Nov 20, 2023",183,10000000,spv,0,0
buy,"Nov 20, 2023",179,1200000,spv,10%,0
sell,"Nov 20, 2023",162,735000,spv,10%,1%
sell,"Nov 21, 2023",177,5000000,spv,10%,2%
sell,"Nov 22, 2023",177,20000000,spv,10%,null
sell,"Nov 22, 2023",177,20000000,spv,10%,null
buy,"Nov 22, 2023",175,50000,direct,null,null
sell,"Nov 24, 2023",169,20000000,spv,10%,3%
buy,"Nov 25, 2023",187,60000000,unspecified,null,null
sell,"Nov 27, 2023",185,5000000,spv,0,0
buy,"Nov 27, 2023",185,10000000,spv,0,0
buy,"Nov 27, 2023",183.5,3000000,spv,0,0
buy,"Nov 27, 2023",177,10000000,spv,0,0
buy,"Nov 28, 2023",185,5000000,spv,0,0
buy,"Nov 28, 2023",181.705845,5000000,spv,null,null
sell,"Nov 28, 2023",175,20000000,spv,10%,0
buy,"Nov 29, 2023",190,1000000,direct,null,null
buy,"Nov 29, 2023",190,1000000,spv,0,0
buy,"Nov 29, 2023",181,50000000,unspecified,null,null
sell,"Nov 29, 2023",177,20000000,spv,10%,0
sell,"Nov 30, 2023",169,5000000,spv,20%,0
sell,"Dec 1, 2023",177,17000000,spv,10%,1%
sell,"Dec 2, 2023",188.4,100000,spv,20%,0
buy,"Dec 2, 2023",175,50000,direct,null,null
sell,"Dec 3, 2023",190.9,100000,spv,20%,0
buy,"Dec 3, 2023",189,50000000,unspecified,null,null
buy,"Dec 4, 2023",191,1700000,spv,0,0
buy,"Dec 4, 2023",183.5,3000000,spv,0,0
sell,"Dec 4, 2023",183,50000,spv,10%,1%
sell,"Dec 4, 2023",183,1000000,spv,0,0
sell,"Dec 5, 2023",200.7,32500000,spv,10%,0
sell,"Dec 5, 2023",181,8000000,spv,0,0
sell,"Dec 5, 2023",177,5000000,spv,10%,2%
sell,"Dec 5, 2023",167,26600000,spv,10%,1%
sell,"Dec 7, 2023",213,100000,spv,20%,0
sell,"Dec 7, 2023",205,25000000,spv,10%,1.50%
sell,"Dec 7, 2023",205,5000000,spv,10%,1.50%
sell,"Dec 7, 2023",205,5000000,spv,10%,1.50%
buy,"Dec 7, 2023",185,50000,direct,null,null
buy,"Dec 7, 2023",185,50000,forward,null,null
buy,"Dec 7, 2023",185,50000,spv,5%,5%
buy,"Dec 8, 2023",185,1000000,spv,0,0
sell,"Dec 11, 2023",207,60000000,spv,null,null
sell,"Dec 11, 2023",200.7,32500000,spv,10%,0
sell,"Dec 12, 2023",216.4,20000000,spv,0,0
buy,"Dec 12, 2023",215,15000000,unspecified,null,null
sell,"Dec 12, 2023",214.8,7000000,spv,20%,0
sell,"Dec 12, 2023",214.5,5000000,spv,20%,0
sell,"Dec 12, 2023",212.4,10000000,spv,20%,0
buy,"Dec 12, 2023",209,50000000,direct,null,null
sell,"Dec 12, 2023",199.8,5000000,spv,20%,0
sell,"Dec 12, 2023",191.4,50000000,spv,20%,0
sell,"Dec 12, 2023",186.84,30000000,spv,10%,1%
sell,"Dec 12, 2023",185,5000000,spv,20%,0
sell,"Dec 12, 2023",180,5000000,spv,20%,0
sell,"Dec 12, 2023",176.7,10000000,spv,20%,0
sell,"Dec 13, 2023",220,3000000,spv,0,0
sell,"Dec 13, 2023",209,5000000,spv,10%,1.50%
buy,"Dec 13, 2023",209,50000000,direct,null,null
sell,"Dec 13, 2023",207,60000000,spv,0,0
sell,"Dec 13, 2023",193,26600000,spv,10%,1%
sell,"Dec 14, 2023",222.5,2500000,spv,0,0
buy,"Dec 14, 2023",219,10000000,unspecified,null,null
buy,"Dec 14, 2023",215,1000000,spv,0,0
buy,"Dec 14, 2023",209,3007000,spv,0,0
sell,"Dec 14, 2023",197,5000000,spv,10%,0
sell,"Dec 15, 2023",197,17000000,spv,10%,1%
sell,"Dec 16, 2023",172,735000,spv,10%,1%
sell,"Dec 18, 2023",220.64,2500000,spv,0,0
sell,"Dec 19, 2023",205,5000000,spv,10%,0
sell,"Dec 21, 2023",221,1000000,spv,0,0
buy,"Dec 21, 2023",215,100000000,unspecified,null,null
sell,"Dec 22, 2023",229,100000000,spv,0,0
sell,"Dec 23, 2023",220,3000000,spv,0,0
sell,"Dec 25, 2023",221,50000000,spv,0,0
sell,"Dec 25, 2023",215,60000000,spv,0,0
buy,"Dec 25, 2023",215,1500000,unspecified,null,null
sell,"Dec 25, 2023",209,10000000,spv,10%,0
sell,"Dec 25, 2023",201,32500000,spv,10%,1%
sell,"Dec 25, 2023",197,6000000,spv,10%,1.50%
sell,"Dec 25, 2023",187,10000000,spv,20%,1%
sell,"Dec 25, 2023",177,10000000,spv,20%,2%
buy,"Dec 26, 2023",215,3500000,unspecified,null,null
buy,"Dec 26, 2023",215,50000000,unspecified,null,null
buy,"Dec 26, 2023",215,50000000,unspecified,null,null
sell,"Dec 27, 2023",187,10000000,spv,20%,1%
sell,"Jan 2, 2024",220.64,2500000,spv,0,0
sell,"Jan 3, 2024",209,5000000,spv,10%,1.50%
sell,"Jan 4, 2024",223,40000000,spv,0,0
buy,"Jan 4, 2024",209,5000000,direct,null,null
buy,"Jan 4, 2024",209,5000000,spv,0,0
sell,"Jan 5, 2024",223,40000000,spv,0,0
buy,"Jan 5, 2024",221,250000,unspecified,null,null
sell,"Jan 5, 2024",221,1000000,spv,0,0
sell,"Jan 5, 2024",209,5000000,spv,0,0
buy,"Jan 6, 2024",221,250000,unspecified,null,null
buy,"Jan 6, 2024",209,2500000,spv,0,0
buy,"Jan 7, 2024",185,50000,direct,null,null
buy,"Jan 7, 2024",185,50000,forward,null,null
buy,"Jan 7, 2024",185,50000,spv,5%,5%
buy,"Jan 8, 2024",189,1000000,spv,10%,1%
buy,"Jan 9, 2024",215,250000,unspecified,null,null
buy,"Jan 10, 2024",225,500000,unspecified,null,null
buy,"Jan 10, 2024",225,250000,unspecified,null,null
buy,"Jan 10, 2024",225,250000,unspecified,null,null
buy,"Jan 10, 2024",221,3000000,unspecified,null,null
buy,"Jan 11, 2024",221,3000000,unspecified,null,null
sell,"Jan 11, 2024",209,1000000,spv,0,0
buy,"Jan 11, 2024",208,10000000,direct,null,null
buy,"Jan 11, 2024",208,10000000,spv,0,0
buy,"Jan 11, 2024",205,2000000,direct,null,null
buy,"Jan 11, 2024",205,2000000,spv,5%,0
sell,"Jan 12, 2024",220.1544,20000000,spv,0,0
sell,"Jan 12, 2024",205,20000000,spv,10%,1%
sell,"Jan 12, 2024",205,20000000,spv,10%,1%
sell,"Jan 12, 2024",205,20000000,spv,10%,1%
sell,"Jan 12, 2024",205,20000000,spv,10%,1%
sell,"Jan 12, 2024",205,20000000,spv,10%,1%
sell,"Jan 13, 2024",209,5000000,spv,10%,1.50%
sell,"Jan 15, 2024",209,5000000,spv,0,0
buy,"Jan 15, 2024",205,50000,direct,null,null
buy,"Jan 15, 2024",205,50000,forward,null,null
buy,"Jan 16, 2024",219,5000000,spv,null,null
buy,"Jan 17, 2024",209,500000,direct,null,null
buy,"Jan 17, 2024",209,3000000,spv,0,0
sell,"Jan 17, 2024",207,1000000,spv,0,0
sell,"Jan 17, 2024",205,30000000,spv,null,null
sell,"Jan 18, 2024",218.6,1000000,spv,0,0
buy,"Jan 18, 2024",209.5,1000000,direct,null,null
buy,"Jan 18, 2024",209.5,1000000,spv,0,0
sell,"Jan 18, 2024",209,2000000,spv,10%,0
buy,"Jan 18, 2024",209,5000000,direct,null,null
buy,"Jan 18, 2024",209,5000000,spv,0,0
sell,"Jan 21, 2024",211,20000000,spv,10%,0
sell,"Jan 22, 2024",205,20000000,spv,10%,1%
sell,"Jan 23, 2024",220.64,5000000,spv,0,0
sell,"Jan 23, 2024",208.4,5000000,spv,10%,0
sell,"Jan 25, 2024",209,5000000,spv,10%,1%
buy,"Jan 25, 2024",205,50000,direct,null,null
buy,"Jan 25, 2024",205,50000,forward,null,null
buy,"Jan 26, 2024",219,250000,unspecified,null,null
buy,"Jan 27, 2024",215,50000,direct,null,null
buy,"Jan 27, 2024",215,50000,forward,null,null
buy,"Jan 27, 2024",215,50000,spv,5%,5%
buy,"Jan 27, 2024",189,500000,direct,null,null
buy,"Jan 30, 2024",215,750000,direct,null,null
buy,"Jan 30, 2024",215,750000,unspecified,null,null
buy,"Jan 30, 2024",208,2000000,direct,null,null
buy,"Jan 30, 2024",208,2000000,spv,0,0
sell,"Jan 31, 2024",220.78,5000000,spv,0,0
sell,"Jan 31, 2024",208.4,5000000,spv,10%,0
buy,"Feb 2, 2024",209,2000000,direct,null,null
buy,"Feb 2, 2024",209,2000000,spv,0,0
buy,"Feb 5, 2024",225,500000,unspecified,null,null
buy,"Feb 5, 2024",225,500000,unspecified,null,null
buy,"Feb 5, 2024",225,250000,unspecified,null,null
buy,"Feb 5, 2024",225,250000,unspecified,null,null
buy,"Feb 5, 2024",225,250000,unspecified,null,null
buy,"Feb 5, 2024",225,250000,unspecified,null,null
buy,"Feb 5, 2024",219,250000,unspecified,null,null
buy,"Feb 5, 2024",219,250000,unspecified,null,null
buy,"Feb 5, 2024",215,250000,unspecified,null,null
buy,"Feb 5, 2024",215,250000,unspecified,null,null
buy,"Feb 5, 2024",209,500000,direct,null,null
sell,"Feb 5, 2024",209,5000000,spv,10%,1%
buy,"Feb 5, 2024",205,50000,direct,null,null
buy,"Feb 5, 2024",205,50000,forward,null,null
sell,"Feb 6, 2024",221.62,10000000,spv,0,0
buy,"Feb 6, 2024",215,50000,direct,null,null
buy,"Feb 6, 2024",215,50000,forward,null,null
buy,"Feb 6, 2024",215,50000,spv,5%,5%
buy,"Feb 6, 2024",209,10000000,spv,0,0
sell,"Feb 6, 2024",209,5000000,spv,0,0
sell,"Feb 7, 2024",222.58,2000000,spv,0,0
sell,"Feb 7, 2024",208.4,5000000,spv,10%,0
sell,"Feb 7, 2024",195,5000000,spv,20%,0
sell,"Feb 8, 2024",169,10000000,spv,20%,2%
sell,"Feb 11, 2024",199.32,30000000,spv,10%,0
sell,"Feb 12, 2024",199.32,30000000,spv,10%,0
sell,"Feb 13, 2024",221.62,10000000,spv,0,0
sell,"Feb 14, 2024",221.62,10000000,spv,0,0
sell,"Feb 16, 2024",209,5000000,spv,0,0
buy,"Feb 16, 2024",208,2000000,direct,null,null
buy,"Feb 16, 2024",208,2000000,spv,0,0
buy,"Feb 18, 2024",229,800000,unspecified,null,null
buy,"Feb 18, 2024",223,2000000,unspecified,null,null
buy,"Feb 19, 2024",215,50000,direct,null,null
buy,"Feb 19, 2024",215,50000,forward,null,null
buy,"Feb 19, 2024",215,50000,spv,5%,5%
sell,"Feb 20, 2024",208.4,5000000,spv,10%,0
sell,"Feb 20, 2024",195,5000000,spv,20%,0
sell,"Feb 22, 2024",222.58,2000000,spv,0,0
sell,"Feb 22, 2024",209,1000000,spv,0,0
sell,"Feb 22, 2024",209,1000000,spv,0,0
buy,"Feb 22, 2024",209,2000000,direct,null,null
buy,"Feb 22, 2024",209,2000000,spv,0,0
sell,"Feb 22, 2024",199,275000,spv,20%,2%
sell,"Feb 26, 2024",209,5000000,spv,0,0
buy,"Feb 27, 2024",209,5000000,spv,0,0
buy,"Feb 27, 2024",209,500000,spv,0,0
buy,"Mar 1, 2024",215,50000,direct,null,null
buy,"Mar 1, 2024",215,50000,forward,null,null
buy,"Mar 1, 2024",215,50000,spv,5%,5%
buy,"Mar 4, 2024",209,2000000,direct,null,null
buy,"Mar 4, 2024",209,2000000,spv,0,0
sell,"Mar 6, 2024",209,5000000,spv,10%,1%
sell,"Mar 6, 2024",208.4,5000000,spv,10%,0
buy,"Mar 8, 2024",209,10000000,spv,0,0
sell,"Mar 12, 2024",220,10000000,spv,0,0
buy,"Mar 12, 2024",215,50000,direct,null,null
buy,"Mar 12, 2024",215,50000,forward,null,null
buy,"Mar 12, 2024",215,50000,spv,5%,5%
sell,"Mar 13, 2024",221,750000,spv,0,0
buy,"Mar 14, 2024",209,5000000,spv,0,0
sell,"Mar 15, 2024",216.76,10000000,spv,0,0
sell,"Mar 15, 2024",209,5000000,spv,0,0
buy,"Mar 19, 2024",209,2000000,direct,null,null
buy,"Mar 19, 2024",209,2000000,spv,0,0
sell,"Mar 20, 2024",212,2000000,spv,10%,1%
buy,"Mar 23, 2024",215,50000,direct,null,null
buy,"Mar 23, 2024",215,50000,forward,null,null
buy,"Mar 23, 2024",215,50000,spv,5%,5%
buy,"Mar 27, 2024",209,5000000,spv,0,0
sell,"Mar 31, 2024",216.76,500000,spv,0,0
sell,"Apr 1, 2024",223,5000000,spv,0,0
sell,"Apr 2, 2024",221,1000000,spv,0,0
buy,"Apr 2, 2024",209,2000000,direct,null,null
buy,"Apr 2, 2024",209,2000000,spv,0,0
sell,"Apr 3, 2024",219,1000000,spv,0,0
buy,"Apr 3, 2024",215,50000,direct,null,null
buy,"Apr 3, 2024",215,50000,forward,null,null
buy,"Apr 3, 2024",215,50000,spv,5%,5%
sell,"Apr 3, 2024",197,5000000,spv,10%,1%
buy,"Apr 4, 2024",219,20000000,direct,null,null
buy,"Apr 4, 2024",219,20000000,spv,0,0
sell,"Apr 6, 2024",209,5000000,spv,0,0
buy,"Apr 9, 2024",209,5000000,spv,0,0
buy,"Apr 11, 2024",209,2000000,direct,null,null
buy,"Apr 11, 2024",209,2000000,spv,0,0
buy,"Apr 13, 2024",215,50000,direct,null,null
buy,"Apr 13, 2024",215,50000,forward,null,null
buy,"Apr 13, 2024",215,50000,spv,5%,5%
